,country,year,suicides_no,population,suicides_calc,gdp,gdp_per_capita
26764,United Kingdom,2009,4246,58013559,7.318978654627964,2382825985356,41074
26776,United Kingdom,2010,4188,58403529,7.170799559047194,2441173394730,41798
26920,United States,1991,30790,232955000,13.21714494215621,6174043000000,26503
26932,United States,1992,30471,235565600,12.935250308194405,6539299000000,27760
26944,United States,1993,31084,238092300,13.055441104143226,6878718000000,28891
26956,United States,1994,31123,240614100,12.934819696767562,7308755000000,30375
26968,United States,1995,31272,243164200,12.860445739956786,7664060000000,31518
26980,United States,1996,30879,245997800,12.552551282978953,8100201000000,32928
26992,United States,1997,30517,248486400,12.281155024983258,8608515000000,34644
27004,United States,1998,30558,251332500,12.15839575064904,9089168000000,36164
27016,United States,1999,29183,253748671,11.500749889641787,9660624000000,38072
27028,United States,2000,29343,262246108,11.189107904701487,10284779000000,39218
27040,United States,2001,30607,265427546,11.53120708880758,10621824000000,40018
27052,United States,2002,31645,268759559,11.774464922380677,10977514000000,40845
27064,United States,2003,31477,271041510,11.61335029457296,11510670000000,42468
27076,United States,2004,32428,273584136,11.853026448872752,12274928000000,44867
27088,United States,2005,32629,276106680,11.817533715591379,13093726000000,47423
27100,United States,2006,33292,278980848,11.933435660070831,13855888000000,49666
27112,United States,2007,34596,280658606,12.326719815604015,14477635000000,51585
27124,United States,2008,36030,282355565,12.76050642033565,14718582000000,52128
27136,United States,2009,36900,285162662,12.939983005208445,14418739000000,50563
27148,United States,2010,38362,287839149,13.32758248253437,14964372000000,51989
27292,Uruguay,1993,418,2896228,14.432565391951186,15002106518,5180
27304,Uruguay,1994,406,2920296,13.902700274218779,17474647792,5984
27316,Uruguay,1995,427,2943816,14.504982648372046,19297663097,6555
27328,Uruguay,1996,393,2967278,13.244461759228491,20515543039,6914
27340,Uruguay,1997,456,2991662,15.242363609257998,23969823010,8012
27352,Uruguay,1998,521,3014887,17.28091301597705,25385928198,8420
27364,Uruguay,1999,450,3034833,14.827834019203033,23983945191,7903
27376,Uruguay,2000,555,3050169,18.195713089995998,22823255802,7483
27388,Uruguay,2001,499,3061024,16.3017343215865,20898788417,6827
27400,Uruguay,2002,675,3065257,22.020992040797886,13606494599,4439
27412,Uruguay,2003,535,3065772,17.450743238570904,12045631093,3929
27424,Uruguay,2004,520,3066489,16.95750416844802,13686329890,4463
27436,Uruguay,2005,498,3070178,16.2205578959917,17362857684,5655
27448,Uruguay,2006,528,3077445,17.15708972865478,19579457966,6362
27460,Uruguay,2007,576,3087957,18.65310948306599,23410572634,7581
27472,Uruguay,2008,523,3100791,16.866664022180146,30366213119,9793
27484,Uruguay,2009,511,3114306,16.408150001958703,31660911277,10166
27496,Uruguay,2010,547,3127306,17.491092972673606,40284481652,12882
27568,Uzbekistan,1991,1393,17347800,8.029836636345818,13677622222,788
27580,Uzbekistan,1992,1344,18257000,7.3615599496083695,12941297376,709
27592,Uzbekistan,1993,1355,18509300,7.320644216691069,13099013836,708
27604,Uzbekistan,1994,1419,19144700,7.411973026477302,12899156991,674
27616,Uzbekistan,1995,1485,19599000,7.576917189652534,13350468917,681
27628,Uzbekistan,1996,1699,19854500,8.557254023017451,13948892216,703
27640,Uzbekistan,1997,1554,20364300,7.631001311117986,14744603774,724
27652,Uzbekistan,1998,1620,20861200,7.765612716430502,14988971211,719
27664,Uzbekistan,1999,1795,21329916,8.41541054357645,17078465982,801
27676,Uzbekistan,2000,1919,21789067,8.807169210136442,13760374488,632
27688,Uzbekistan,2001,1914,22231527,8.609395117123533,11401351420,513
27700,Uzbekistan,2002,1576,22632256,6.963512607846076,9687951055,428
27712,Uzbekistan,2003,1416,22982883,6.161106942066406,10128112401,441
27724,Uzbekistan,2004,1251,23300841,5.368904924933825,12030023548,516
27736,Uzbekistan,2005,1221,23600347,5.17365274332619,14307509839,606
27748,Uzbekistan,2009,1399,25288102,5.532245955034506,33689223673,1332
27760,Uzbekistan,2010,1464,25651783,5.707205616077448,39332770929,1533
